emp_no,first_name,last_name,title,from_date,to_date
17224,Denis,Back,Senior Engineer,1995-08-31,1998-01-21
17266,Conrado,Velardi,Staff,1996-02-13,1996-05-25
17275,Shmuel,Danlos,Senior Staff,1992-08-30,1993-03-25
17282,Gurbir,Lipner,Engineer,1994-07-05,1997-09-16
17293,Demin,Alpin,Senior Engineer,1991-03-01,2001-08-01
17297,Wojceich,Adachi,Engineer,1990-02-01,1997-09-26
17322,Candida,Fordan,Technique Leader,1985-05-15,1997-09-10
17334,Ayonca,Luby,Staff,1998-11-20,2000-11-07
17361,Macha,Griswold,Engineer,1995-04-04,2001-12-27
17370,Mostafa,Michaeli,Staff,2000-01-12,2002-02-01
17416,Kitty,Rissanen,Engineer,1991-08-09,1999-03-22
17428,Pantung,Keustermans,Staff,1994-06-23,1995-09-14
17478,Tuval,Merle,Senior Staff,1990-06-13,1997-08-23
17493,Saddek,Sgarro,Engineer,1992-02-27,1993-12-14
17507,Yurij,Turnbull,Senior Staff,1995-08-07,1999-12-10
17516,Rosita,Dulli,Technique Leader,1986-08-27,1992-11-17
17558,Manibrata,Muhlberg,Staff,1993-02-10,1995-01-01
17566,Heather,Suppi,Engineer,1989-04-30,1994-09-22
17588,Siddarth,Schade,Staff,1992-10-25,1993-11-29
17589,Xuejia,Denti,Engineer,1988-01-18,1989-04-16
17603,Shin,Ulupinar,Senior Staff,1998-08-11,2000-08-16
17625,Prodip,Mandelberg,Engineer,1994-05-30,2000-12-04
17635,Kiyomitsu,Guting,Engineer,1993-10-07,1997-03-06
17663,Jianhui,Ozery,Staff,1996-08-13,1999-06-10
17675,Sajjan,Keirsey,Senior Staff,1998-12-30,2000-08-16
17681,Eran,Schauser,Senior Staff,1991-09-25,2000-02-29
17694,Maria,Chiola,Staff,1991-01-12,1995-11-08
17695,Kazuhiro,Chvatal,Staff,1987-06-25,1988-11-06
17702,Mantis,Passafiume,Engineer,1986-10-17,1994-11-15
17727,Bingning,Picaronny,Senior Staff,1994-06-30,2002-04-16
17735,Berni,Gerlach,Senior Staff,1996-02-11,1998-10-03
17748,Kendra,Slaats,Assistant Engineer,1993-09-30,1994-05-01
17775,Florian,Ishibashi,Staff,1990-05-25,1992-02-18
17779,Abdelkader,Bodoff,Senior Engineer,1990-02-22,1995-02-14
17796,Alejandro,Impagliazzo,Staff,1995-11-02,1997-06-26
17801,Taegyun,Alvarado,Staff,2000-01-15,2000-12-08
17813,Gita,Suppi,Senior Engineer,1998-12-08,2000-09-22
17835,Luigi,Roccetti,Engineer,1990-01-17,1995-01-02
17851,Manibrata,Millington,Senior Staff,2000-05-26,2001-07-08
17882,Arne,Passafiume,Staff,1998-01-04,2001-05-07
17896,Yahiko,Benner,Engineer,1999-12-16,2002-04-13
17909,Ishfaq,Verspoor,Staff,1999-05-25,2001-09-04
17968,Susanna,Murillo,Engineer,1995-10-26,1997-08-31
17977,Ziyad,Kalafatis,Staff,1997-03-22,1998-12-18
17987,Atreyi,Monkewich,Staff,1992-12-12,1999-11-13
17991,Gou,Szemeredi,Staff,1993-08-13,1998-07-30
18017,Yonghong,Felcyn,Engineer,1989-10-18,1994-09-29
18024,Uzi,Casperson,Staff,1988-07-03,1991-07-05
18047,Dinah,Fortenbacher,Senior Engineer,2001-01-25,2001-09-08
18061,Francesca,Taubman,Engineer,1985-05-28,1986-01-08
18068,Geoff,Lorie,Senior Engineer,1990-08-08,1998-12-01
18086,Brewster,Szmurlo,Staff,1994-05-28,2000-05-21
18095,Tse,Puppe,Senior Staff,1996-09-13,1996-12-16
18097,Kristen,Lukaszewicz,Engineer,1997-07-22,2002-05-27
18105,Odoardo,Kaiser,Engineer,1997-06-23,1998-06-14
18109,Yechiam,Junot,Staff,1988-06-02,1991-05-15
18121,Denis,Stanfel,Senior Staff,1995-07-24,1998-08-14
18176,Fumiko,Rijsenbrij,Technique Leader,1993-09-16,1997-03-26
18178,Chiradeep,Baek,Staff,1999-09-19,2001-06-30
18202,Changho,Bain,Staff,1997-10-05,2000-10-03
18220,Shugo,Impagliazzo,Staff,1992-09-26,1998-01-19
18230,Kristian,Dulin,Engineer,1989-03-06,1992-09-30
18250,Godehard,Orlowski,Engineer,1985-12-31,1988-02-21
18254,Bikash,Speel,Assistant Engineer,1996-03-02,1998-06-01
18256,Anneke,Penz,Engineer,1991-03-26,1995-04-17
18265,Shir,Puppo,Senior Staff,1997-01-09,1998-09-09
18306,Tua,Fordan,Staff,1998-02-19,2002-07-02
18327,Sadegh,Alblas,Engineer,1987-05-05,1991-08-29
18354,Mostafa,Conia,Senior Staff,1990-04-11,1995-11-02
18362,Pohua,Wolniewicz,Engineer,1991-09-23,1996-02-17
18369,Pintsang,Backhouse,Senior Staff,1992-07-01,1996-08-18
18388,Danai,Ligten,Staff,1994-07-15,1994-12-27
18403,Vidya,Morrow,Engineer,1998-06-09,2000-05-23
18407,Marsja,Luit,Senior Staff,1993-10-08,1997-08-15
18408,Ioana,Azadmanesh,Assistant Engineer,1992-02-11,1998-05-18
18426,Zhiguo,Denos,Staff,1989-11-16,1990-06-28
18435,Basim,Covnot,Staff,1998-06-01,1999-10-31
18447,Subir,Biron,Engineer,1997-08-24,2001-02-24
18456,Filipe,Herber,Senior Engineer,1999-07-11,2002-03-10
18464,Bangqing,Shimshoni,Engineer,1989-10-06,1997-06-25
18492,Turgut,Brickell,Staff,1994-04-29,1996-10-06
18516,Jenwei,Pauthner,Staff,1989-05-14,1989-08-09
18521,Irene,Dulli,Senior Engineer,1989-10-06,1991-11-18
18531,Jamaludin,Axelband,Staff,1989-05-24,1991-02-26
18546,Aral,Pramanik,Senior Engineer,1992-04-17,1997-05-24
18568,Poornachandra,Waschkowski,Staff,1998-09-04,2001-10-12
18592,Jixiang,Baaz,Senior Engineer,1994-07-26,1996-07-19
18605,Jeong,Rodier,Staff,1997-03-18,2000-02-15
18612,Nevin,Sevcikova,Senior Staff,1988-04-28,1992-06-05
18616,Eirik,Seuren,Staff,1994-12-27,2002-06-14
18623,Karsten,Shackel,Engineer,1999-02-18,1999-09-22
18639,Reinhold,Unni,Senior Staff,1998-01-16,1998-05-29
18662,Bouchung,Luck,Staff,1996-04-14,1999-04-27
18681,Rimli,Tibblin,Senior Engineer,1997-12-04,2001-07-02
18723,Yechezkel,Baumann,Senior Engineer,1999-07-08,2001-10-16
18749,Sudharsan,Vecchio,Engineer,1992-04-04,1997-07-23
18756,Premal,Narahari,Engineer,1990-10-28,1994-12-02
18762,Bedrich,Staelin,Senior Staff,1997-10-05,2000-09-29
18769,Kirk,Luit,Engineer,1987-04-27,1991-02-19
18782,Fan,Pepe,Engineer,1986-07-02,1989-04-16
18823,Arie,Bojadziev,Engineer,1998-12-16,2000-02-10
18827,Mani,Serot,Engineer,1991-05-03,1995-11-14
18832,Pasqua,DiGiano,Engineer,1998-09-05,2000-07-18
18857,Bogdan,Roison,Engineer,1987-09-23,1994-05-25
18860,Eishiro,Lubachevsky,Senior Engineer,1994-05-29,1996-02-13
18865,Roselyn,Beutelspacher,Senior Engineer,1997-05-06,1998-11-23
18882,Gian,Middleton,Staff,1989-12-22,1994-02-06
18892,Kamakshi,Matzat,Senior Staff,1995-04-08,1996-02-25
18908,Jingling,Daescu,Engineer,1991-09-24,1996-04-17
19000,Houman,Alpay,Senior Engineer,1994-07-18,1998-01-01
19052,Perla,Denna,Staff,1986-05-19,1989-07-23
19087,Utz,Schusler,Senior Staff,1997-01-03,1999-12-16
19108,Ghassan,Tramer,Senior Staff,1988-04-16,1993-01-27
19111,Xinan,Muchinsky,Senior Engineer,2000-01-11,2001-10-22
19113,Persi,Bahr,Staff,1990-05-06,1995-06-15
19121,Hsiangchu,Remmers,Staff,1992-03-06,1993-05-24
19141,Ingemar,Taneja,Assistant Engineer,1994-05-12,1999-03-10
19157,Percy,Milicic,Senior Engineer,1999-08-18,2000-05-02
19165,Yuguang,Garigliano,Engineer,1993-03-05,1994-03-28
19177,Lijia,Oaver,Engineer,1990-12-04,1997-03-29
19194,Uta,Pramanik,Senior Staff,1993-11-19,2000-10-23
19202,Tommaso,Munke,Staff,1985-02-25,1990-12-31
19250,Marit,Vitiello,Senior Engineer,1999-06-12,2002-06-09
19293,Elvia,Frezza,Assistant Engineer,1998-07-04,1999-12-08
19321,Stella,Benveniste,Staff,1994-06-24,1996-07-22
19343,Heping,Hempstead,Staff,1986-06-02,1986-11-18
19386,Leandro,Peltason,Senior Staff,1992-03-31,1993-07-20
19389,Hyuckchul,Binkley,Senior Engineer,1998-03-03,1998-04-27
19442,Terresa,Perez,Senior Engineer,1991-09-12,1999-04-28
19445,Xinglin,Gecsel,Engineer,1998-11-02,2000-10-15
19482,Saniya,Riesenhuber,Engineer,1993-12-20,1998-08-28
19504,Mingsen,Valtorta,Engineer,1987-12-16,1992-07-21
19512,Perry,Ramras,Senior Staff,1998-05-02,1999-10-05
19516,Shigeu,Malabarba,Staff,1998-07-11,2001-01-20
19570,Uwe,Kobuchi,Engineer,1997-11-02,2002-03-19
19604,Nahla,Cappello,Senior Engineer,1991-07-12,1999-11-10
19614,Theron,Velasco,Engineer,1996-08-13,1996-09-17
19627,Mountaz,Erdi,Senior Engineer,1994-07-26,2000-03-04
19666,Sugwoo,Keohane,Engineer,1987-10-03,1987-12-23
19679,Anoosh,Conia,Senior Engineer,1998-08-01,1999-05-18
19689,Dipankar,Herath,Staff,1991-12-15,1997-11-26
19706,Phillip,Sichman,Staff,1998-03-19,2000-08-31
19713,Miyeon,Serot,Technique Leader,1990-10-30,2000-04-14
19722,Achilleas,Boudaillier,Senior Staff,1991-12-22,1992-06-12
19725,Yurij,Matzke,Staff,1992-07-08,2000-06-24
19746,Shiv,Zeidenstein,Staff,1990-06-20,1992-05-20
19772,Mohd,Porenta,Engineer,1992-03-23,1995-11-27
19776,Kersti,Comellas,Assistant Engineer,1985-06-15,1986-10-13
19785,Tiina,Bolsens,Staff,1995-01-01,1998-08-22
19818,Ashish,Ventosa,Assistant Engineer,1996-07-19,1998-07-18
19831,Kankanahalli,Begiun,Engineer,1993-05-06,1999-08-19
19842,Goh,Kirkerud,Engineer,1994-12-18,1998-12-14
19872,Khatoun,Thummel,Staff,1989-10-27,1995-12-26
19900,Honesty,Luon,Assistant Engineer,1988-08-04,1995-05-29
19921,Irena,Picci,Engineer,1990-07-24,1994-07-10
19929,Saniya,Katzenelson,Technique Leader,1986-01-28,1998-08-09
19931,Satyanarayana,Pettis,Senior Engineer,1993-07-28,1995-05-14
19936,Terresa,Ohori,Senior Engineer,1996-01-19,2001-07-18
19944,Arve,Yamaashi,Senior Engineer,1990-02-09,1991-09-23
19948,Venkatesan,Weedon,Engineer,1994-08-10,1996-09-28
19971,Muneo,Lanteri,Staff,1993-03-09,1994-02-24
19986,Shuzo,Lorin,Engineer,1990-04-18,1996-02-24
19990,Theron,Kenevan,Senior Engineer,1998-06-12,2001-05-21
20002,Jaber,Brender,Staff,1988-01-26,1992-07-22
20003,Munehiko,Coors,Staff,1995-01-10,1997-01-06
20004,Radoslaw,Pfau,Senior Staff,1995-11-24,1999-07-16
20023,Nahla,Jervis,Senior Engineer,1999-08-10,2002-01-31
20048,Moon,Mattern,Engineer,1985-03-21,1990-12-31
20081,Sungwon,Ossenbruggen,Senior Engineer,1990-05-31,1993-05-10
20083,Subhrajyoti,Merkl,Staff,1988-07-26,1994-04-09
20130,Xiaoshan,Picco,Staff,1987-01-05,1990-08-13
20151,Yunming,Bednarek,Engineer,1998-03-08,1999-05-31
20157,Qiwen,Barvinok,Engineer,1992-06-20,1994-04-04
20164,Katsuyuki,Coney,Senior Engineer,1999-02-25,2000-12-15
20183,Sariel,Roohalamini,Staff,1998-12-06,1999-09-30
20197,Bodo,Braccini,Staff,1988-04-09,1990-09-07
20221,Shietung,Munoz,Senior Engineer,1990-04-01,1991-09-01
20243,Eberhardt,Danner,Senior Engineer,1996-05-25,1996-12-18
20324,Rajmohan,Vieri,Engineer,1995-01-29,1996-12-19
20327,Doowon,Lyonns,Assistant Engineer,1986-06-15,1990-07-20
20338,Reinhard,Butner,Staff,1998-02-21,2000-02-27
20348,Narain,Bressoud,Senior Staff,1999-05-08,2000-06-17
20350,Shirish,Badache,Engineer,1997-08-16,2001-12-25
20369,Zdislav,Georgakopoulos,Technique Leader,1997-05-06,2001-05-30
20375,Conor,Birrer,Senior Engineer,1993-08-26,2001-01-26
20388,Barton,Zeidenstein,Senior Engineer,1999-06-13,2001-10-19
20397,Genki,Montemayor,Technique Leader,1992-10-04,2001-04-01
20405,JiYoung,Mitina,Senior Engineer,1992-03-11,1995-04-19
20416,Oddvar,Swiler,Engineer,1985-08-07,1988-05-13
20440,Genki,Fabrizio,Senior Engineer,1994-02-01,2000-05-23
20451,Aral,Welham,Senior Engineer,1992-07-16,1999-03-07
20455,Yannis,Schlumberger,Staff,1989-09-18,1993-04-03
20492,Prodip,Delgrange,Assistant Engineer,1991-01-20,1998-04-10
20520,King,Dalphin,Staff,1998-06-13,2002-06-02
20538,Gro,Hebert,Senior Staff,1997-06-28,2000-11-26
20562,Pranay,Riexinger,Senior Engineer,1989-06-28,2002-07-09
20563,Taegyun,Baby,Engineer,1996-03-09,1996-07-28
20579,Shuho,Flowers,Staff,1990-06-07,1993-05-19
20601,Dipankar,Duclos,Senior Staff,1994-06-09,1996-10-19
20637,Vidya,Sidhu,Staff,1990-03-09,1998-08-04
20640,Maris,Baba,Senior Engineer,1986-11-16,1999-07-14
20659,Ziva,Orlowski,Staff,1990-08-03,1997-02-11
20662,Panayotis,Lung,Senior Staff,1998-07-09,2000-07-14
20706,Arvind,Malabarba,Staff,1995-03-16,1998-01-26
20711,Vasiliy,Ebeling,Staff,1997-04-05,1999-08-14
20780,Hercules,Baranowski,Staff,1992-08-27,1998-08-12
20809,Ennio,Kuhnemann,Engineer,1994-02-17,2002-01-31
20819,Mary,Ritcey,Staff,1998-07-06,2001-06-17
20822,Georgi,Rullman,Engineer,1997-05-11,1998-09-05
20831,Stafford,Chachaty,Senior Engineer,1990-04-24,1998-10-21
20875,Yinghua,Streng,Staff,1991-05-22,1998-12-21
20884,Masoud,Gustavson,Senior Engineer,1999-03-29,2002-04-19
20898,Yonghong,Makinen,Senior Staff,1995-05-05,1998-07-15
20928,Menkae,Chinin,Senior Engineer,1987-06-05,1996-04-23
20949,Herb,Flasterstein,Senior Engineer,1988-02-13,1996-12-13
20957,Kersti,Wiegley,Senior Staff,1992-09-29,1993-02-19
20991,Udo,Bahr,Staff,1999-10-22,2001-12-09
21017,Tetsurou,Baer,Staff,1995-09-29,1999-04-05
21031,Margo,Melski,Staff,1992-04-26,1993-11-09
21053,Selwyn,Jakobus,Staff,1990-12-18,1993-01-13
21080,Fen,Flasterstein,Staff,1990-04-12,1992-09-07
21107,Taiji,Speek,Engineer,1991-04-08,1996-05-12
21135,KayLiang,Alpay,Senior Staff,1998-01-25,1999-01-19
21139,Gianluca,Shackell,Engineer,1989-10-31,1993-07-25
21147,Ekawit,Demir,Senior Engineer,2002-03-09,2002-04-21
21162,Youjian,Nivat,Engineer,2000-01-28,2000-02-05
21178,Ymte,Skrikant,Engineer,1997-02-17,1998-01-19
21211,Sasan,Pero,Engineer,1994-12-16,1995-12-10
21299,Tamiya,Navazio,Senior Staff,1997-10-20,1998-11-21
21341,Tayeb,Papadias,Assistant Engineer,1995-01-19,1997-04-11
21344,Mohammed,Vanwelkenhuysen,Staff,1999-07-06,1999-09-22
21350,Siddarth,Gyimothy,Assistant Engineer,1994-04-16,1997-10-12
21356,Alain,Ertl,Engineer,1998-07-06,1998-11-30
21360,Hironoby,Nyrup,Staff,1994-03-02,2000-06-28
21376,Jingling,Cools,Engineer,1996-09-18,2000-06-02
21412,Paloma,Brizzi,Staff,1987-01-15,1988-08-04
21425,Tetsurou,Hiyoshi,Staff,1995-09-23,1999-04-11
21430,Utz,Kaminger,Senior Engineer,1994-08-10,1996-10-06
21441,Sangeeta,Serna,Staff,1999-02-15,2002-01-09
21449,Masanao,Zweizig,Staff,1996-06-20,1996-11-05
21458,Yechiam,Kitai,Senior Engineer,1991-02-25,1993-12-19
21474,Sanjay,Bierman,Technique Leader,1989-05-24,2001-07-05
21498,Aemilian,Quadeer,Engineer,1993-08-16,1995-03-12
21509,Udo,Rubsam,Senior Staff,1992-05-21,1995-07-31
21537,Boutros,Mitchem,Staff,1996-06-14,1998-06-03
21549,Cordelia,Magliocco,Senior Engineer,1997-07-24,2000-08-04
21560,Kyoichi,Dechter,Senior Staff,1990-11-19,2000-05-14
21573,Beshir,Farrar,Senior Staff,1997-06-12,1999-06-03
21574,Vincent,Rosiles,Staff,1999-01-08,2002-06-14
21590,Berry,Raoux,Senior Staff,1990-04-30,1991-09-30
21594,Zhilian,Anick,Staff,1992-03-19,1992-05-11
21597,Masami,Pezzoli,Senior Engineer,1996-07-02,2000-01-16
21626,Goo,Anguita,Senior Engineer,1998-11-26,2001-05-19
21649,Yuchang,Leivant,Staff,1996-03-17,2002-07-22
21712,Georgy,Parveen,Engineer,1995-07-09,1996-11-27
21715,Shawna,Skrikant,Technique Leader,1990-05-06,2000-08-16
21725,Hyuncheol,Calkin,Assistant Engineer,1998-12-16,2000-12-28
21750,Padma,Shumilov,Senior Engineer,1994-01-24,1994-04-04
21753,Alenka,Eppinger,Staff,1992-08-24,1995-11-01
21788,Golgen,Unni,Engineer,1994-08-01,1996-10-31
21821,Poornachandra,Schwartzbauer,Engineer,1990-07-09,1994-10-01
21846,Otilia,Valiente,Senior Engineer,1994-08-22,1999-08-18
21871,Yongmao,Seiwald,Engineer,1994-08-09,1995-06-13
21915,Kitty,Erie,Senior Engineer,1998-12-25,1999-11-28
21923,Tadahiko,Karnin,Engineer,1996-05-08,1999-10-27
21932,Shmuel,Grandbois,Senior Engineer,1992-06-26,2002-02-28
21943,Mong,DeMori,Engineer,1990-10-08,1995-10-10
21944,Eric,Bresenham,Staff,1994-11-09,1995-02-15
21953,Bader,Michaels,Staff,1986-03-03,1991-02-13
21961,Xuedong,Lovengreen,Engineer,1992-08-25,1994-09-01
21976,Randy,Uhrig,Senior Staff,1995-09-01,1996-08-03
22007,Urs,Magliocco,Engineer,1994-09-24,2001-02-25
22056,Fumino,Manders,Staff,1996-07-25,1999-10-02
22137,Doohun,Gomatam,Engineer,1996-02-06,2000-06-10
22153,Amalendu,Badache,Staff,1998-01-30,1999-11-20
22178,Tzvetan,Linnainmaa,Engineer,1996-08-15,1999-07-15
22183,Licheng,Luca,Staff,1999-05-05,2002-06-13
22196,Aruna,Mukaidono,Senior Engineer,1991-12-23,1996-05-05
22205,Rafols,Sichman,Senior Staff,1987-07-18,1989-11-10
22213,Shaw,Seuren,Assistant Engineer,1996-04-29,1996-05-19
22235,Fatemeh,Stellhorn,Staff,1996-03-06,1999-07-07
22310,Sahrah,Sinitsyn,Senior Staff,1997-11-27,2000-05-30
22311,Suzette,Kalsbeek,Assistant Engineer,1988-07-18,1989-12-29
22327,Douadi,Berendt,Staff,1998-08-03,2001-12-27
22382,Goh,Rusmann,Senior Engineer,1988-08-25,1993-06-15
22385,Wuxu,Paludetto,Senior Staff,1992-08-29,2000-03-25
22391,Conor,Sevcikova,Senior Staff,1988-01-17,1993-01-26
22403,Gianluca,Koyama,Engineer,1995-07-17,1999-04-15
22414,Khaled,Stentiford,Senior Engineer,1997-05-15,2000-12-20
22441,Angus,Neiman,Senior Engineer,1985-02-11,1998-02-12
22452,Vugranam,Weiland,Engineer,1998-06-08,2001-11-10
22453,Ottavia,Pauthner,Staff,1995-12-23,2000-07-14
22461,Francoise,Xiaoshan,Staff,1991-03-07,1992-05-23
22466,Stamatina,Menhardt,Engineer,1999-07-04,2000-11-17
22475,Gay,Kavvadias,Staff,1990-08-28,1991-06-26
22484,Juyoung,Mandelberg,Engineer,1993-06-15,1994-12-09
22508,Basem,Lienhardt,Staff,1999-11-10,2001-07-07
22530,Tetsurou,Bazelow,Senior Staff,1991-04-05,1996-08-07
22535,Alejandra,Chachaty,Staff,1996-10-28,2000-01-14
22554,Rosine,Koprowski,Senior Staff,1995-08-02,1995-08-22
22584,Bezalel,Feldhoffer,Engineer,1999-11-30,2002-06-23
22590,Suzette,Veevers,Senior Staff,1993-07-29,2001-10-21
22602,Sailaja,Gulik,Engineer,1994-06-17,1998-07-23
22619,Munenori,Lorch,Engineer,1997-04-24,2000-05-01
22630,Bedrich,Docker,Engineer,1995-07-10,1999-08-14
22641,Feiyu,Fujisaki,Assistant Engineer,1997-10-09,1999-06-14
22652,Hideo,Otillio,Staff,1994-09-10,1996-11-01
22675,Conrado,Kushnir,Senior Engineer,1993-03-01,1996-02-14
22679,Christophe,Ramaiah,Engineer,1999-01-13,2002-01-26
22684,Rosine,Rettelbach,Staff,1998-07-11,1998-08-31
22688,Sham,Ebeling,Senior Staff,1993-10-25,1999-10-02
22693,Emran,Valiente,Senior Staff,1985-03-21,1994-06-28
22722,Chenye,Pietrzykowski,Senior Staff,1996-02-15,1996-09-05
22731,Genevieve,Kranzdorf,Engineer,1995-02-14,2001-06-30
22740,Koichi,Gelosh,Senior Engineer,1988-10-24,2000-03-15
22769,Yongmin,Varley,Assistant Engineer,1998-02-15,2001-12-11
22778,Susumu,Bernick,Senior Engineer,1989-04-07,1989-06-06
22810,Lena,Shanbhogue,Engineer,1985-03-13,1986-10-16
22815,Xiaoheng,Hettesheimer,Senior Staff,1995-02-05,1996-08-20
22816,Berto,Greibach,Staff,1993-06-24,1999-06-06
22849,Moon,Solovay,Technique Leader,1991-04-05,2002-01-29
22856,Djenana,Beutelspacher,Engineer,1998-05-17,2002-05-19
22859,Apostol,Hammerschmidt,Senior Engineer,1990-09-01,1992-08-17
22860,Taizo,Parascandalo,Staff,1986-09-26,1993-09-05
22868,Jinxi,Roisin,Engineer,1996-10-07,2000-07-02
22878,JoAnna,Tasistro,Senior Engineer,1996-09-08,1998-01-16
22887,Arno,Henseler,Senior Engineer,1991-07-08,2002-03-27
22888,Van,Percebois,Engineer,1993-03-21,1995-09-20
22937,Shai,Kirkerud,Technique Leader,1993-07-25,1998-08-16
22972,Yishai,Rahier,Staff,1996-01-27,2002-05-05
22985,Ekawit,Champarnaud,Staff,1997-08-01,1999-08-13
22992,Jahangir,Wissmann,Staff,1998-07-07,2001-12-22
22997,Lucien,Wilharm,Senior Engineer,1996-05-05,1996-08-14
22999,Chiranjit,Erde,Staff,1989-08-21,1989-09-12
23004,Denis,Besselaar,Engineer,1998-10-20,1999-01-31
23012,Guenter,Ghandeharizadeh,Technique Leader,1999-08-04,2001-06-11
23014,Arunachalam,Duclos,Technique Leader,1994-05-26,1997-09-13
23015,Elvis,Otillio,Senior Staff,1998-03-19,2002-02-10
23041,Nechama,Frijda,Senior Engineer,1987-08-11,2001-02-28
23043,Bikash,Masand,Senior Staff,1998-08-24,2001-08-06
23047,Goncalo,Leijenhorst,Staff,1995-01-07,1996-07-10
23061,Yucai,Eiron,Staff,1991-08-21,1991-10-30
23094,Kristin,Juneja,Staff,1986-02-01,1991-11-22
23126,Weicheng,Gente,Engineer,1995-01-13,1997-02-01
23187,Kwangho,Wossner,Engineer,1988-08-24,1992-05-30
23211,Subir,Pehl,Senior Staff,1988-06-28,2002-07-17
23221,Khosrow,Wielonsky,Senior Engineer,1997-10-29,2000-10-24
23230,Xiaoqiang,Fendler,Technique Leader,1987-03-05,1991-11-10
23245,Toshimitsu,Ruemmler,Engineer,1987-01-12,1990-12-20
23253,Mokhtar,Wolniewicz,Engineer,1998-11-26,2002-04-05
23257,Luigi,Halloran,Senior Staff,1993-11-07,2000-03-27
23272,Sungwon,Yurek,Senior Engineer,1991-04-27,1997-01-06
23306,Ziva,Falco,Senior Engineer,1995-09-18,1996-11-24
23317,Huican,Worfolk,Staff,1999-04-24,2002-03-19
23329,Shawna,Pouyioutas,Engineer,1991-08-22,1997-09-20
23384,Branimir,Reinhard,Senior Staff,1989-10-08,1993-11-30
23426,Kristinn,Zhiwei,Staff,1988-10-14,1989-04-11
23437,Kauko,Rijckaert,Engineer,1991-03-04,1996-08-01
23460,Masato,Steinauer,Assistant Engineer,1991-01-21,1995-09-18
23490,Xiaoheng,Zumaque,Senior Engineer,1993-10-07,1996-02-16
23498,Mari,Bala,Senior Staff,2000-06-24,2001-12-27
23502,Shahar,Farrow,Engineer,1989-12-12,1994-10-31
23505,Yunming,Muchinsky,Staff,1987-09-06,1994-10-19
23517,Xiahua,Biron,Assistant Engineer,1997-08-05,1998-09-22
23539,Shaw,Farrar,Staff,1999-01-16,2002-03-19
23556,Nectarios,Thambidurai,Staff,1996-08-31,1997-01-23
23609,Domenico,Swiss,Senior Staff,1999-07-01,2000-06-25
23662,Falguni,Angel,Senior Staff,2000-08-30,2002-06-08
23685,Seongbin,Neiman,Staff,1988-03-16,1991-02-27
23694,Ugo,Angel,Senior Staff,1997-01-24,1999-09-04
23717,Munir,Riefers,Senior Staff,1998-02-07,1999-03-12
23721,Karlis,Litecky,Engineer,1997-06-28,1999-08-05
23727,Kerryn,Bressoud,Senior Engineer,1998-07-29,2001-03-09
23739,Christophe,Katiyar,Senior Staff,1994-09-20,2001-07-12
23740,Susanne,Kalefeld,Senior Staff,1998-10-13,1998-12-05
23759,Lobel,Trachtenberg,Engineer,1994-05-14,1999-02-01
23783,Nevio,Swan,Senior Engineer,1988-06-04,1995-08-04
23794,Sariel,Xiaoshan,Staff,1993-09-30,1995-03-11
23825,Emran,Hiroyama,Engineer,1992-11-14,1995-09-16
23834,Bedir,Harllee,Staff,1988-08-09,1993-12-04
23855,Toshimo,Terlouw,Senior Staff,1994-08-02,1998-03-26
23887,Shaibal,Fairtlough,Senior Staff,1990-08-19,1997-04-22
23901,Chriss,Maierhofer,Senior Staff,1992-05-20,1995-09-14
23904,Atreye,Adachi,Senior Staff,1994-04-02,1999-01-30
23943,Hyuncheol,Fritzsche,Senior Engineer,1992-06-11,1992-07-31
23980,Lunjin,Camurati,Staff,1991-07-31,1999-03-26
23995,Fatemeh,Zhang,Staff,1987-01-06,1988-11-23
23998,Amabile,Neimat,Staff,1998-11-18,2002-02-21
24015,Baruch,Wixon,Staff,1997-12-11,2001-09-06
24023,Nikolaus,Turnbull,Engineer,1999-02-04,2002-07-24
24040,Udi,Meriste,Staff,1985-12-13,1986-11-22
24062,Satosi,Butner,Technique Leader,1997-07-16,2000-09-15
24071,Ibibia,Keustermans,Assistant Engineer,1987-05-27,1992-10-26
24078,Sachem,Einsfeld,Staff,1985-02-22,1990-11-09
24094,Domenico,Bael,Technique Leader,1989-02-17,2000-11-28
24103,Martins,Schaft,Senior Staff,1995-11-30,1998-06-15
24109,Moon,Szemeredi,Staff,1986-11-27,1987-06-30
24128,Marke,Rabehasaina,Senior Engineer,1993-03-03,1993-05-03
24143,Frazer,Peek,Senior Engineer,1990-02-08,1998-04-13
24160,Shugo,Kroon,Senior Staff,1987-09-12,1989-09-28
24173,Xiaocheng,Peek,Senior Staff,1990-04-04,1994-09-29
24177,Van,Aumann,Senior Staff,1986-04-09,1990-01-29
24186,Bartek,Lalonde,Engineer,1987-10-31,1996-05-06
24193,Subir,Swab,Senior Engineer,1989-12-17,1995-09-22
24221,Ramachenga,Schrooten,Senior Engineer,2000-06-26,2001-09-29
24245,Xuedong,Andreotta,Engineer,1999-12-13,2001-02-12
24250,Hatem,Badache,Engineer,1990-10-18,1994-02-08
24292,Chaitali,Kakkad,Engineer,1992-06-15,1993-07-27
24325,Marsal,Maliniak,Senior Engineer,1993-01-28,2002-04-01
24330,Ebru,Piveteau,Engineer,1991-07-22,1992-11-05
24341,Arch,Sevcikova,Senior Staff,1997-07-18,1998-09-04
24342,Miyeon,Harnett,Engineer,1993-05-02,1994-03-20
24345,Shin,Falby,Senior Staff,1998-09-07,2001-06-09
